,AAPL,MSFT,AMZN,FB,GOOGL,GOOG,BRK.B,NVDA,TSLA,JPM,JNJ,V,UNH,PYPL,HD,PG,MA,DIS,BAC,ADBE,CMCSA,XOM,NFLX,VZ,CRM,INTC,CSCO,PFE,ABT,KO,T,PEP,NKE,ABBV,TMO,CVX,MRK,ACN,AVGO,WMT,LLY,WFC,DHR,TXN,COST,MCD,MDT,QCOM,PM,UPS,HON,ORCL,LIN,BMY,UNP,NEE,C,AMGN,LOW,INTU,SBUX,MS,RTX,BA,BLK,GS,AMT,AMAT,IBM,TGT,CAT,AMD,MMM,GE,ISRG,AXP,NOW,DE,CVS,SCHW,CHTR,SPGI,ANTM,LMT,ZTS,MU,BKNG,PLD,FIS,LRCX,MDLZ,MO,SYK,TMUS,CCI,ADP,GILD,TJX,COP,CI,PNC,DUK,USB,CME,CSX,EL,EQIX,GM,TFC,ATVI,CB,BDX,MMC,FDX,COF,CL,ILMN,NSC,EW,ICE,SHW,SO,ADSK,FISV,ITW,APD,ADI,BSX,REGN,D,ETN,MCO,HUM,EMR,PGR,HCA,GPN,F,IDXX,TWTR,NXPI,WM,NOC,AON,FCX,ECL,VRTX,BIIB,DG,NEM,ROP,JCI,EOG,IQV,KLAC,PSA,TROW,DOW,KMB,MSCI,A,LHX,ROST,TEL,EBAY,MET,TT,CMG,EXC,SLB,ALGN,GD,CNC,DLR,SNPS,APTV,INFO,DXCM,AEP,SRE,SPG,APH,DD,EA,BAX,ORLY,ALXN,AIG,PPG,MCHP,BK,ALL,PRU,CARR,PH,STZ,CDNS,SYY,MPC,TRV,MSI,DFS,4970.T,WELL,XEL,GIS,RMD,MRNA,MAR,CTSH,YUM,GEN.,FTNT,IFF,GE.,SBAC,XLNX,MTCH,n/a,SIVB,PXD,HLT,SUM
10/12/2021,6.0,5.93,3.83,2.11,2.25,2.11,1.41,1.39,1.71,1.36,1.13,1.04,1.03,0.82,0.95,0.92,0.83,0.86,0.88,0.74,0.67,0.7,0.75,0.59,0.71,0.58,0.62,0.64,0.56,0.56,0.51,0.58,0.52,0.53,0.61,0.56,0.55,0.55,0.54,0.53,0.5,0.53,0.51,0.48,0.53,0.5,0.45,0.38,0.4,0.36,0.4,0.42,0.41,0.34,0.38,0.42,0.39,0.32,0.39,0.39,0.35,0.39,0.37,0.33,0.32,0.35,0.32,0.31,0.34,0.3,0.29,0.34,0.27,0.31,0.31,0.3,0.33,0.26,0.3,0.31,0.24,0.28,0.25,0.23,0.25,0.21,0.27,0.25,0.2,0.21,0.22,0.23,0.24,0.19,0.2,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.19,0.2,0.19,0.18,0.23,0.22,0.16,0.21,0.18,0.21,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.16,0.17,0.17,0.16,0.24,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.13,0.16,0.14,0.14,0.14,0.16,0.16,0.18,0.13,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.32,0.0,0.12,0.11,83.51
10/13/2021,6.0,5.93,3.83,2.11,2.25,2.11,1.41,1.39,1.71,1.36,1.13,1.04,1.03,0.82,0.95,0.92,0.83,0.86,0.88,0.74,0.67,0.7,0.75,0.59,0.71,0.58,0.62,0.64,0.56,0.56,0.51,0.58,0.52,0.53,0.61,0.56,0.55,0.55,0.54,0.53,0.5,0.53,0.51,0.48,0.53,0.5,0.45,0.38,0.4,0.36,0.4,0.42,0.41,0.34,0.38,0.42,0.39,0.32,0.39,0.39,0.35,0.39,0.37,0.33,0.32,0.35,0.32,0.31,0.34,0.3,0.29,0.34,0.27,0.31,0.31,0.3,0.33,0.26,0.3,0.31,0.24,0.28,0.25,0.23,0.25,0.21,0.27,0.25,0.2,0.21,0.22,0.23,0.24,0.19,0.2,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.19,0.2,0.19,0.18,0.23,0.22,0.16,0.21,0.18,0.21,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.16,0.17,0.17,0.16,0.24,0.16,0.15,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.13,0.16,0.14,0.14,0.14,0.16,0.16,0.18,0.13,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.12,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.32,0.0,0.12,0.11,83.51
10/14/2021,6.06,5.98,3.82,2.1,2.26,2.11,1.41,1.39,1.74,1.35,1.14,1.03,1.03,0.81,0.97,0.93,0.82,0.85,0.88,0.74,0.65,0.7,0.75,0.58,0.72,0.59,0.63,0.64,0.56,0.57,0.5,0.58,0.52,0.53,0.62,0.56,0.55,0.56,0.55,0.54,0.5,0.52,0.51,0.48,0.54,0.5,0.45,0.38,0.4,0.36,0.4,0.42,0.41,0.34,0.38,0.41,0.39,0.32,0.4,0.39,0.35,0.38,0.37,0.34,0.32,0.35,0.32,0.32,0.35,0.31,0.29,0.34,0.28,0.31,0.31,0.3,0.33,0.26,0.3,0.31,0.24,0.28,0.25,0.24,0.25,0.21,0.27,0.26,0.19,0.21,0.22,0.23,0.23,0.19,0.2,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.2,0.2,0.19,0.18,0.23,0.22,0.16,0.22,0.18,0.21,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.16,0.17,0.17,0.16,0.24,0.16,0.16,0.16,0.16,0.16,0.14,0.15,0.14,0.16,0.12,0.16,0.14,0.13,0.13,0.16,0.16,0.18,0.14,0.14,0.13,0.12,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.12,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.0,0.12,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.11,0.12,0.11,83.56
10/15/2021,6.02,5.96,3.83,2.09,2.23,2.09,1.4,1.4,1.77,1.34,1.12,1.02,1.03,0.81,0.97,0.93,0.82,0.85,0.87,0.75,0.65,0.7,0.75,0.58,0.73,0.57,0.62,0.64,0.56,0.57,0.49,0.59,0.53,0.52,0.61,0.56,0.55,0.56,0.54,0.54,0.5,0.52,0.51,0.47,0.54,0.49,0.45,0.38,0.4,0.36,0.4,0.43,0.41,0.34,0.38,0.42,0.39,0.31,0.4,0.39,0.35,0.39,0.37,0.33,0.32,0.35,0.33,0.31,0.34,0.31,0.28,0.35,0.28,0.31,0.31,0.3,0.34,0.25,0.3,0.31,0.24,0.28,0.25,0.24,0.25,0.2,0.27,0.27,0.19,0.21,0.23,0.24,0.23,0.18,0.2,0.23,0.23,0.21,0.27,0.19,0.23,0.21,0.23,0.2,0.2,0.19,0.18,0.23,0.22,0.16,0.22,0.19,0.22,0.15,0.2,0.17,0.16,0.17,0.18,0.19,0.19,0.18,0.16,0.17,0.17,0.16,0.24,0.16,0.16,0.16,0.16,0.16,0.15,0.15,0.14,0.16,0.12,0.17,0.14,0.13,0.13,0.16,0.16,0.18,0.14,0.14,0.13,0.11,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.11,0.11,0.11,0.0,0.13,0.0,0.0,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.12,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.12,0.0,0.1,0.12,0.11,83.42
10/18/2021,6.0,6.04,3.82,2.08,2.26,2.12,1.39,1.44,1.76,1.3,1.12,1.01,1.05,0.83,0.97,0.93,0.8,0.84,0.89,0.77,0.66,0.7,0.75,0.57,0.75,0.58,0.62,0.62,0.55,0.56,0.49,0.58,0.53,0.51,0.6,0.56,0.53,0.57,0.54,0.53,0.5,0.49,0.51,0.47,0.53,0.49,0.45,0.39,0.41,0.37,0.4,0.42,0.42,0.34,0.38,0.42,0.38,0.31,0.41,0.39,0.35,0.39,0.36,0.32,0.34,0.35,0.32,0.32,0.34,0.32,0.28,0.36,0.28,0.3,0.31,0.29,0.34,0.25,0.3,0.31,0.24,0.28,0.25,0.24,0.25,0.2,0.27,0.27,0.2,0.21,0.23,0.24,0.24,0.19,0.2,0.23,0.23,0.21,0.26,0.18,0.23,0.21,0.22,0.2,0.2,0.2,0.18,0.22,0.22,0.16,0.21,0.19,0.22,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.24,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.12,0.16,0.14,0.13,0.13,0.16,0.16,0.18,0.14,0.15,0.13,0.11,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.12,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.11,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.12,0.1,83.51
10/19/2021,5.98,6.01,3.9,2.03,2.24,2.1,1.38,1.43,1.8,1.31,1.12,1.02,1.06,0.83,0.98,0.92,0.81,0.84,0.9,0.76,0.65,0.7,0.73,0.57,0.74,0.58,0.61,0.61,0.55,0.56,0.48,0.58,0.53,0.51,0.6,0.56,0.52,0.57,0.54,0.53,0.5,0.52,0.5,0.47,0.53,0.48,0.45,0.39,0.4,0.37,0.4,0.41,0.42,0.34,0.39,0.42,0.39,0.31,0.41,0.4,0.35,0.39,0.36,0.31,0.34,0.36,0.32,0.32,0.34,0.32,0.29,0.36,0.28,0.3,0.31,0.3,0.35,0.25,0.3,0.32,0.23,0.28,0.25,0.24,0.25,0.2,0.27,0.27,0.2,0.21,0.22,0.24,0.23,0.18,0.19,0.24,0.22,0.2,0.26,0.18,0.22,0.2,0.21,0.2,0.2,0.2,0.18,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.24,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.12,0.16,0.14,0.13,0.13,0.16,0.16,0.18,0.15,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.1,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.34,0.11,0.11,0.11,83.57
10/20/2021,5.98,6.01,3.9,2.03,2.24,2.1,1.38,1.43,1.8,1.31,1.12,1.02,1.06,0.83,0.98,0.92,0.81,0.84,0.9,0.76,0.65,0.7,0.73,0.57,0.74,0.58,0.61,0.61,0.55,0.56,0.48,0.58,0.53,0.51,0.6,0.56,0.52,0.57,0.54,0.53,0.5,0.52,0.5,0.47,0.53,0.48,0.45,0.39,0.4,0.37,0.4,0.41,0.42,0.34,0.39,0.42,0.39,0.31,0.41,0.4,0.35,0.39,0.36,0.31,0.34,0.36,0.32,0.32,0.34,0.32,0.29,0.36,0.28,0.3,0.31,0.3,0.35,0.25,0.3,0.32,0.23,0.28,0.25,0.24,0.25,0.2,0.27,0.27,0.2,0.21,0.22,0.24,0.23,0.18,0.19,0.24,0.22,0.2,0.26,0.18,0.22,0.2,0.21,0.2,0.2,0.2,0.18,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.24,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.12,0.16,0.14,0.13,0.13,0.16,0.16,0.18,0.15,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.0,0.13,0.13,0.13,0.11,0.14,0.13,0.12,0.11,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.11,0.0,0.13,0.0,0.1,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.12,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.34,0.11,0.11,0.11,83.57
10/21/2021,6.05,6.07,3.94,2.1,2.26,2.12,1.38,1.46,1.86,1.31,1.11,1.02,1.05,0.83,0.99,0.91,0.82,0.82,0.9,0.78,0.64,0.7,0.74,0.56,0.74,0.58,0.61,0.61,0.54,0.55,0.48,0.57,0.54,0.5,0.61,0.56,0.51,0.57,0.54,0.53,0.5,0.53,0.51,0.47,0.54,0.48,0.43,0.39,0.4,0.37,0.4,0.42,0.42,0.33,0.39,0.42,0.38,0.3,0.41,0.41,0.35,0.39,0.36,0.31,0.34,0.37,0.32,0.32,0.34,0.33,0.29,0.37,0.28,0.3,0.31,0.3,0.35,0.25,0.29,0.32,0.24,0.28,0.25,0.24,0.25,0.2,0.27,0.27,0.2,0.21,0.22,0.23,0.23,0.18,0.19,0.24,0.22,0.2,0.26,0.18,0.22,0.2,0.21,0.2,0.2,0.19,0.18,0.22,0.22,0.16,0.2,0.18,0.22,0.15,0.2,0.17,0.16,0.18,0.18,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.24,0.16,0.15,0.15,0.17,0.16,0.15,0.15,0.14,0.16,0.12,0.16,0.14,0.14,0.13,0.16,0.16,0.18,0.15,0.14,0.12,0.11,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.12,0.12,0.13,0.12,0.13,0.1,0.13,0.12,0.12,0.11,0.14,0.13,0.13,0.11,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.0,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.11,83.66000000000001
10/22/2021,6.07,6.02,3.9,2.11,2.24,2.11,1.37,1.44,1.82,1.31,1.12,1.02,1.04,0.83,0.99,0.89,0.82,0.81,0.89,0.79,0.65,0.7,0.74,0.56,0.74,0.58,0.61,0.61,0.55,0.55,0.48,0.58,0.52,0.49,0.61,0.56,0.52,0.58,0.54,0.54,0.5,0.54,0.51,0.48,0.54,0.47,0.43,0.39,0.39,0.37,0.4,0.42,0.42,0.33,0.38,0.42,0.38,0.31,0.41,0.41,0.35,0.39,0.36,0.31,0.33,0.36,0.32,0.32,0.33,0.32,0.29,0.37,0.27,0.3,0.31,0.3,0.35,0.25,0.29,0.32,0.24,0.28,0.25,0.24,0.25,0.2,0.26,0.27,0.2,0.21,0.22,0.23,0.24,0.18,0.19,0.24,0.22,0.2,0.26,0.18,0.23,0.2,0.22,0.2,0.2,0.19,0.18,0.21,0.22,0.16,0.21,0.18,0.22,0.15,0.2,0.16,0.16,0.18,0.19,0.19,0.19,0.17,0.17,0.17,0.17,0.17,0.25,0.16,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.16,0.12,0.16,0.14,0.14,0.14,0.16,0.16,0.18,0.15,0.14,0.13,0.1,0.13,0.12,0.13,0.13,0.14,0.12,0.13,0.13,0.12,0.11,0.11,0.14,0.12,0.13,0.0,0.13,0.12,0.12,0.11,0.13,0.13,0.13,0.11,0.13,0.0,0.11,0.12,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.1,0.11,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.11,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.12,0.34,0.11,0.11,0.0,83.68
10/25/2021,6.08,6.05,3.88,2.11,2.21,2.08,1.38,1.47,1.88,1.31,1.11,1.01,1.08,0.74,1.0,0.88,0.8,0.81,0.9,0.79,0.64,0.69,0.75,0.57,0.73,0.59,0.61,0.62,0.57,0.55,0.48,0.57,0.54,0.5,0.62,0.56,0.53,0.57,0.55,0.54,0.5,0.54,0.51,0.48,0.55,0.47,0.42,0.39,0.39,0.38,0.4,0.41,0.42,0.33,0.39,0.43,0.37,0.31,0.42,0.41,0.35,0.38,0.36,0.31,0.33,0.36,0.33,0.32,0.3,0.33,0.29,0.38,0.27,0.29,0.31,0.3,0.35,0.25,0.3,0.32,0.24,0.28,0.27,0.24,0.26,0.2,0.26,0.28,0.2,0.21,0.22,0.23,0.24,0.18,0.2,0.24,0.22,0.2,0.26,0.19,0.23,0.21,0.22,0.2,0.2,0.19,0.19,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.14,0.17,0.12,0.17,0.14,0.14,0.14,0.16,0.16,0.19,0.15,0.14,0.13,0.1,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.1,0.11,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.13,0.0,0.11,0.11,0.0,83.71000000000001
10/26/2021,6.06,6.03,3.86,2.1,2.21,2.08,1.37,1.46,1.87,1.31,1.11,1.0,1.08,0.74,1.0,0.87,0.8,0.8,0.9,0.79,0.64,0.69,0.75,0.57,0.73,0.59,0.61,0.62,0.57,0.55,0.48,0.57,0.54,0.5,0.62,0.56,0.53,0.57,0.54,0.54,0.49,0.53,0.51,0.48,0.54,0.47,0.42,0.39,0.39,0.38,0.4,0.41,0.42,0.33,0.39,0.42,0.37,0.31,0.42,0.41,0.35,0.38,0.36,0.31,0.33,0.35,0.33,0.31,0.3,0.32,0.29,0.37,0.27,0.29,0.31,0.29,0.35,0.25,0.3,0.32,0.24,0.28,0.27,0.24,0.26,0.2,0.26,0.28,0.2,0.2,0.22,0.23,0.24,0.18,0.2,0.23,0.22,0.2,0.26,0.19,0.23,0.2,0.22,0.2,0.2,0.19,0.19,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.25,0.17,0.15,0.16,0.17,0.16,0.15,0.15,0.14,0.17,0.12,0.17,0.14,0.13,0.14,0.16,0.16,0.19,0.15,0.14,0.13,0.1,0.13,0.12,0.13,0.14,0.14,0.13,0.13,0.13,0.12,0.11,0.11,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.0,0.11,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.11,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.13,0.33,0.11,0.11,0.0,83.66000000000001
10/27/2021,6.06,6.03,3.77,2.01,2.15,2.03,1.39,1.47,1.91,1.33,1.12,1.01,1.1,0.73,1.01,0.89,0.81,0.8,0.91,0.8,0.64,0.69,0.76,0.57,0.74,0.52,0.6,0.63,0.58,0.55,0.47,0.57,0.54,0.5,0.62,0.57,0.53,0.58,0.55,0.55,0.5,0.54,0.52,0.48,0.55,0.46,0.43,0.39,0.39,0.39,0.39,0.42,0.42,0.33,0.4,0.43,0.38,0.31,0.42,0.42,0.35,0.39,0.36,0.3,0.34,0.36,0.34,0.32,0.3,0.33,0.28,0.38,0.27,0.3,0.32,0.31,0.35,0.25,0.3,0.33,0.24,0.28,0.27,0.24,0.26,0.2,0.26,0.28,0.2,0.21,0.22,0.23,0.24,0.18,0.2,0.24,0.22,0.2,0.26,0.19,0.24,0.21,0.22,0.2,0.21,0.2,0.19,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.19,0.17,0.16,0.18,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.17,0.25,0.17,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.16,0.12,0.17,0.14,0.13,0.14,0.17,0.16,0.19,0.14,0.14,0.12,0.0,0.13,0.12,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.11,0.12,0.14,0.12,0.13,0.0,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.13,0.1,0.12,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.0,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.1,0.11,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.0,83.59
10/28/2021,6.03,5.98,3.73,2.02,2.14,2.02,1.39,1.49,2.15,1.32,1.12,1.02,1.09,0.75,1.02,0.88,0.81,0.81,0.91,0.8,0.64,0.7,0.77,0.56,0.74,0.52,0.6,0.62,0.58,0.54,0.47,0.57,0.54,0.5,0.62,0.57,0.53,0.58,0.55,0.55,0.5,0.54,0.5,0.48,0.56,0.46,0.43,0.38,0.39,0.38,0.39,0.42,0.42,0.33,0.4,0.43,0.37,0.3,0.42,0.43,0.35,0.38,0.36,0.3,0.34,0.36,0.33,0.32,0.3,0.33,0.29,0.38,0.27,0.3,0.32,0.3,0.35,0.26,0.3,0.32,0.24,0.28,0.27,0.24,0.26,0.2,0.26,0.28,0.2,0.2,0.22,0.23,0.24,0.18,0.2,0.24,0.22,0.2,0.26,0.19,0.24,0.2,0.22,0.2,0.21,0.2,0.19,0.22,0.22,0.16,0.21,0.18,0.22,0.15,0.19,0.16,0.16,0.18,0.19,0.19,0.19,0.17,0.18,0.17,0.17,0.17,0.25,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.12,0.16,0.14,0.13,0.14,0.16,0.16,0.19,0.15,0.14,0.12,0.0,0.14,0.12,0.13,0.14,0.14,0.13,0.14,0.13,0.12,0.11,0.11,0.14,0.12,0.13,0.1,0.13,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.0,0.11,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.1,0.11,0.12,0.0,0.13,0.0,0.11,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.0,0.11,0.1,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.11,0.11,0.0,0.0,0.12,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.0,83.60000000000001
10/29/2021,6.04,6.0,3.79,1.94,2.16,2.03,1.39,1.59,2.13,1.32,1.12,1.01,1.1,0.74,1.01,0.89,0.8,0.81,0.92,0.79,0.63,0.72,0.76,0.57,0.74,0.5,0.61,0.63,0.59,0.55,0.47,0.57,0.54,0.5,0.62,0.57,0.54,0.58,0.56,0.55,0.51,0.54,0.5,0.47,0.55,0.45,0.43,0.38,0.39,0.41,0.39,0.41,0.42,0.33,0.4,0.43,0.37,0.31,0.42,0.43,0.35,0.39,0.35,0.3,0.34,0.36,0.34,0.31,0.29,0.33,0.28,0.38,0.27,0.3,0.32,0.3,0.35,0.25,0.3,0.32,0.24,0.29,0.27,0.21,0.26,0.2,0.26,0.28,0.19,0.2,0.22,0.23,0.24,0.18,0.2,0.24,0.22,0.2,0.27,0.19,0.24,0.2,0.22,0.2,0.21,0.2,0.19,0.21,0.22,0.16,0.21,0.18,0.22,0.15,0.19,0.17,0.16,0.18,0.19,0.19,0.2,0.17,0.18,0.17,0.17,0.17,0.25,0.16,0.16,0.16,0.17,0.16,0.15,0.15,0.15,0.15,0.12,0.16,0.14,0.13,0.13,0.16,0.15,0.19,0.15,0.15,0.12,0.0,0.13,0.12,0.13,0.13,0.14,0.13,0.13,0.13,0.12,0.11,0.12,0.14,0.12,0.12,0.1,0.12,0.13,0.12,0.11,0.13,0.13,0.12,0.11,0.12,0.11,0.11,0.13,0.12,0.13,0.14,0.11,0.11,0.12,0.12,0.0,0.1,0.11,0.12,0.0,0.13,0.0,0.1,0.12,0.0,0.11,0.12,0.0,0.0,0.12,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.11,0.11,0.0,0.0,0.11,0.0,0.0,0.0,0.11,0.12,0.0,0.11,0.11,0.0,83.65
